Unit,Location,Teaching Period,Activity Type,Sequence,Days,Time,Duration,Start Date,End Date,Venue,Teaching Staff,Semester Weeks,Calendar Weeks,Comments,Unit Comments
HIT172 Operating Systems and Applications,Casuarina,Semester 1,Workshop,A/01,Tuesday,12:00-16:00,04:00,08/03/2022,31/05/2022,CAS.Purple 12.3.17#CAD Lab,"Azam, Sami","'1-6,7-12","'10-15,17-22",,There are no messages posted for this unit
HIT172 Operating Systems and Applications,External,Semester 1,Online Workshop,A/01,Tuesday,12:00-16:00,04:00,08/03/2022,31/05/2022,,"Azam, Sami","'1-6,7-12","'10-15,17-22",,There are no messages posted for this unit
HIT226 Mobile Web Structures,Casuarina,Semester 1,Seminar,A/01,Wednesday,11:00-13:00,02:00,09/03/2022,01/06/2022,CAS.Blue 2A.1.01#,"Kutay, Cat","'1-6,7-12","'10-15,17-22",,There are no messages posted for this unit
HIT226 Mobile Web Structures,Casuarina,Semester 1,Workshop - Practical/Tutorial,A/02,Wednesday,15:00-17:00,02:00,09/03/2022,01/06/2022,CAS.Blue 2A.1.01#,"Kutay, Cat","'1-6,7-12","'10-15,17-22",,There are no messages posted for this unit
HIT226 Mobile Web Structures,External,Semester 1,Online Seminar,A/01,Wednesday,11:00-13:00,02:00,09/03/2022,01/06/2022,,"Kutay, Cat","'1-6,7-12","'10-15,17-22",,There are no messages posted for this unit
HIT226 Mobile Web Structures,External,Semester 1,Online Workshop-Practical/Tutorial,A/02,Wednesday,15:00-17:00,02:00,09/03/2022,01/06/2022,,"Kutay, Cat","'1-6,7-12","'10-15,17-22",,There are no messages posted for this unit
HIT234 Database Concepts,Casuarina,Semester 1,Lecture/Tutorial,A/01,Thursday,09:00-13:00,04:00,10/03/2022,02/06/2022,CAS.Pink 7.1.05#,"El-Den, Jamal","'1-6,7-12","'10-15,17-22",,Lecture from 9am to 11am followed a two hour practical. See Learnline for further information
HIT234 Database Concepts,External,Semester 1,Online Lecture/Practical,A/01,Thursday,09:00-13:00,04:00,10/03/2022,02/06/2022,,"El-Den, Jamal","'1-6,7-12","'10-15,17-22",,Lecture from 9am to 11am followed a two hour practical. See Learnline for further information
HIT235 Digital Systems and Computer Architecture,Casuarina,Semester 1,Online Test,A/01,Wednesday,13:00-15:00,02:00,27/04/2022,27/04/2022,,"Jonkman, Mirjam",'7,'17,,There are no messages posted for this unit
HIT235 Digital Systems and Computer Architecture,Casuarina,Semester 1,Online Workshop,A/01,Wednesday,13:00-15:00,02:00,09/03/2022,01/06/2022,,"Jonkman, Mirjam","'1-6,8-12","'10-15,18-22",,There are no messages posted for this unit
HIT235 Digital Systems and Computer Architecture,External,Semester 1,Online Test,A/01,Wednesday,13:00-15:00,02:00,27/04/2022,27/04/2022,,"Jonkman, Mirjam",'7,'17,,There are no messages posted for this unit
HIT235 Digital Systems and Computer Architecture,External,Semester 1,Online Workshop,A/01,Wednesday,13:00-15:00,02:00,09/03/2022,01/06/2022,,"Jonkman, Mirjam","'1-6,8-12","'10-15,18-22",,There are no messages posted for this unit
HIT237 Building Interactive Software,Casuarina,Semester 1,Workshop,A/01,Tuesday,13:30-17:30,04:00,08/03/2022,31/05/2022,CAS.Purple 12.1.15#,"Yakub, Sebastian","'1-6,7-12","'10-15,17-22",,There are no messages posted for this unit
HIT237 Building Interactive Software,External,Semester 1,Online Workshop,A/01,Tuesday,13:30-17:30,04:00,08/03/2022,31/05/2022,,"Yakub, Sebastian","'1-6,7-12","'10-15,17-22",,There are no messages posted for this unit
HIT326 Database-Driven Web Applications,Casuarina,Semester 1,Practical,A/01,Wednesday,09:00-13:00,04:00,09/03/2022,01/06/2022,CAS.Purple 12.3.17#CAD Lab,"Alazab, Mamoun","'1-6,7-12","'10-15,17-22",,There are no messages posted for this unit
HIT326 Database-Driven Web Applications,External,Semester 1,Online Practical,A/01,Wednesday,09:00-13:00,04:00,09/03/2022,01/06/2022,,"Alazab, Mamoun","'1-6,7-12","'10-15,17-22",,There are no messages posted for this unit
HIT332 Embedded and Mobile Systems,Casuarina,Semester 1,Online Test,A/01,Thursday,14:00-16:00,02:00,14/04/2022,14/04/2022,,"Jonkman, Mirjam",'6,'15,,There are no messages posted for this unit
HIT332 Embedded and Mobile Systems,Casuarina,Semester 1,Online Workshop,A/01,Thursday,14:00-16:00,02:00,10/03/2022,02/06/2022,,"Jonkman, Mirjam","'1-5,7-12","'10-14,17-22",,There are no messages posted for this unit
HIT332 Embedded and Mobile Systems,External,Semester 1,Online Test,A/01,Thursday,14:00-16:00,02:00,14/04/2022,14/04/2022,,"Jonkman, Mirjam",'6,'15,,There are no messages posted for this unit
HIT332 Embedded and Mobile Systems,External,Semester 1,Online Workshop,A/01,Thursday,14:00-16:00,02:00,10/03/2022,02/06/2022,,"Jonkman, Mirjam","'1-5,7-12","'10-14,17-22",,There are no messages posted for this unit
HIT353+PRT531 ,Casuarina,Semester 1,Lecture/Tutorial,A/01,Tuesday,09:00-13:00,04:00,08/03/2022,31/05/2022,CAS.Pink 7.1.05#,"El-Den, Jamal","'1-6,7-12","'10-15,17-22",Business Intelligence & Data Mining,There are no messages posted for this unit
HIT353+PRT531 ,External,Semester 1,Online Lecture/Tutorial,A/01,Tuesday,09:00-13:00,04:00,08/03/2022,31/05/2022,,,"'1-6,7-12","'10-15,17-22",Business Intelligence & Data Mining,There are no messages posted for this unit
HIT353 Business Intelligence and Data Mining,Casuarina,Semester 1,No scheduled activities, ,,,,,,,,,,,There are no messages posted for this unit
HIT353 Business Intelligence and Data Mining,External,Semester 1,No scheduled activities, ,,,,,,,,,,,There are no messages posted for this unit
HIT363 Enterprise It Management,Casuarina,Semester 1,Online Lecture/Tutorial,A/01,Tuesday,09:00-13:00,04:00,08/03/2022,31/05/2022,,"Sriratanaviriyakul, Narumon (Cherry)","'1-6,7-12","'10-15,17-22",,There are no messages posted for this unit
HIT363 Enterprise It Management,External,Semester 1,Online Lecture/Tutorial,A/01,Tuesday,09:00-13:00,04:00,08/03/2022,31/05/2022,,"Sriratanaviriyakul, Narumon (Cherry)","'1-6,7-12","'10-15,17-22",,There are no messages posted for this unit
HIT365 C Programming,Casuarina,Semester 1,Lecture,A/01,Friday,09:00-11:00,02:00,11/03/2022,03/06/2022,CAS.Purple 12.3.17#CAD Lab,"Chan, Erwin","'1-6,7-12","'10-15,17-22",,There are no messages posted for this unit
HIT365 C Programming,Casuarina,Semester 1,Tutorial,A/01,Friday,15:30-17:30,02:00,11/03/2022,03/06/2022,CAS.Purple 12.3.17#CAD Lab,"Chan, Erwin","'1-6,7-12","'10-15,17-22",,There are no messages posted for this unit
HIT365 C Programming,External,Semester 1,No scheduled activities, ,,,,,,,,,,,Please login to Learnline prior to the start of semester or contact your lecturer for further information on the class schedule.
HIT374 Enterprise Network Engineering,Casuarina,Semester 1,Workshop,A/01,Tuesday,09:00-13:00,04:00,08/03/2022,31/05/2022,CAS.Purple 12.3.23 Cisco Lab,"Yeo, Charles","'1-6,7-12","'10-15,17-22",,There are no messages posted for this unit
HIT374 Enterprise Network Engineering,External,Semester 1,Online Workshop,A/01,Tuesday,09:00-13:00,04:00,08/03/2022,31/05/2022,,"Yeo, Charles","'1-6,7-12","'10-15,17-22",,There are no messages posted for this unit
HIT381 Human Computer Interaction and Design,Casuarina,Semester 1,Seminar,A/01,Tuesday,13:00-15:00,02:00,08/03/2022,31/05/2022,CAS.Blue 2A.1.01#,"Kutay, Cat","'1-6,7-12","'10-15,17-22",Human Computer Interaction Design,There are no messages posted for this unit
HIT381 Human Computer Interaction and Design,Casuarina,Semester 1,Workshop - Practical/Tutorial,A/01,Tuesday,16:00-18:00,02:00,08/03/2022,31/05/2022,CAS.Blue 2A.1.01#,"Kutay, Cat","'1-6,7-12","'10-15,17-22",Human Computer Interaction Design,There are no messages posted for this unit
HIT381 Human Computer Interaction and Design,External,Semester 1,Online Seminar,A/01,Tuesday,13:00-15:00,02:00,08/03/2022,31/05/2022,,"Kutay, Cat","'1-6,7-12","'10-15,17-22",Human Computer Interaction Design,There are no messages posted for this unit
HIT381 Human Computer Interaction and Design,External,Semester 1,Online Workshop-Practical/Tutorial,A/01,Tuesday,16:00-18:00,02:00,08/03/2022,31/05/2022,,"Kutay, Cat","'1-6,7-12","'10-15,17-22",Human Computer Interaction Design,There are no messages posted for this unit
HIT401 Capstone Project,Casuarina,Semester 1,Online Briefing Session,A/01,Monday,10:00-12:00,02:00,07/03/2022,07/03/2022,,"Sriratanaviriyakul, Narumon (Cherry)",'1,'10,,There are no messages posted for this unit
HIT401 Capstone Project,External,Semester 1,Online Briefing Session,A/01,Monday,10:00-12:00,02:00,07/03/2022,07/03/2022,,"Sriratanaviriyakul, Narumon (Cherry)",'1,'10,,There are no messages posted for this unit
HIT721 ,Casuarina,Semester 1,No scheduled activities, ,,,,,,,,,,,There will be no classes scheduled for this unit. Please log into Learnline on the first day of teaching for further information.
HIT721 ,External,Semester 1,No scheduled activities, ,,,,,,,,,,,There will be no classes scheduled for this unit. Please log into Learnline on the first day of teaching for further information.
HIT722 ,Casuarina,Semester 1,No scheduled activities, ,,,,,,,,,,,There will be no classes scheduled for this unit. Please log into Learnline on the first day of teaching for further information.
HIT722 ,External,Semester 1,No scheduled activities, ,,,,,,,,,,,There will be no classes scheduled for this unit. Please log into Learnline on the first day of teaching for further information.
HIT723 ,Casuarina,Semester 1,No scheduled activities, ,,,,,,,,,,,There will be no classes scheduled for this unit. Please log into Learnline on the first day of teaching for further information.
HIT723 ,External,Semester 1,No scheduled activities, ,,,,,,,,,,,There will be no classes scheduled for this unit. Please log into Learnline on the first day of teaching for further information.
IAS191 Architectural Design 1,Casuarina,Semester 1,Studio,A/01,Tuesday,12:00-15:00,03:00,08/03/2022,14/06/2022,CAS.Orange 11.2.16/17,"Enthaler, Charmain","'1-6,7-14","'10-15,17-24",,There are no messages posted for this unit
IAS191 Architectural Design 1,External,Semester 1,Online Studio,A/01,Tuesday,18:30-19:30,01:00,08/03/2022,14/06/2022,,"Enthaler, Charmain","'1-6,7-14","'10-15,17-24",,There are no messages posted for this unit
IAS191 Architectural Design 1,External,Semester 1,Online Studio,B/01,Tuesday,12:00-15:00,03:00,08/03/2022,14/06/2022,,"Enthaler, Charmain","'1-6,7-14","'10-15,17-24",,There are no messages posted for this unit
IAS193 Design and Representation in Architecture,Casuarina,Semester 1,Lecture/Tutorial,A/01,Tuesday,10:00-12:00,02:00,08/03/2022,31/05/2022,CAS.Orange 11.2.16/17,"Enthaler, Charmain","'1-6,7-12","'10-15,17-22",,There are no messages posted for this unit
IAS193 Design and Representation in Architecture,External,Semester 1,Online Briefing Session,A/01,Tuesday,18:00-18:30,00:30,08/03/2022,31/05/2022,,"Enthaler, Charmain","'1-6,7-12","'10-15,17-22",,There are no messages posted for this unit
IAS193 Design and Representation in Architecture,External,Semester 1,Online Lecture/Tutorial,A/01,Tuesday,10:00-12:00,02:00,08/03/2022,31/05/2022,,"Enthaler, Charmain","'1-6,7-12","'10-15,17-22",,There are no messages posted for this unit
IAS291 Architectural Design 3,Casuarina,Semester 1,Studio,A/01,Wednesday,12:00-15:00,03:00,09/03/2022,15/06/2022,CAS.Orange 11.2.16/17,"Enthaler, Charmain","'1-6,7-14","'10-15,17-24",,There are no messages posted for this unit
IAS291 Architectural Design 3,External,Semester 1,Online Studio,A/01,Wednesday,12:00-15:00,03:00,09/03/2022,15/06/2022,,"Enthaler, Charmain","'1-6,7-14","'10-15,17-24",,There are no messages posted for this unit
IAS291 Architectural Design 3,External,Semester 1,Online Studio,B/01,Wednesday,18:30-19:30,01:00,09/03/2022,15/06/2022,,"Enthaler, Charmain","'1-6,7-14","'10-15,17-24",,There are no messages posted for this unit
IAS293 Architectural Technology and Environment 2,Casuarina,Semester 1,Lecture/Tutorial,A/01,Wednesday,10:00-12:00,02:00,09/03/2022,01/06/2022,CAS.Orange 11.2.16/17,"Enthaler, Charmain","'1-6,7-12","'10-15,17-22",,There are no messages posted for this unit
IAS293 Architectural Technology and Environment 2,External,Semester 1,Online Briefing Session,A/01,Wednesday,18:00-18:30,00:30,09/03/2022,01/06/2022,,"Enthaler, Charmain","'1-6,7-12","'10-15,17-22",,There are no messages posted for this unit
IAS293 Architectural Technology and Environment 2,External,Semester 1,Online Lecture/Tutorial,A/01,Wednesday,10:00-12:00,02:00,09/03/2022,01/06/2022,,"Enthaler, Charmain","'1-6,7-12","'10-15,17-22",,There are no messages posted for this unit
IAS391 Architectural Design 5,Casuarina,Semester 1,Studio,A/01,Thursday,12:00-15:00,03:00,10/03/2022,16/06/2022,CAS.Orange 11.2.16/17,"Enthaler, Charmain","'1-6,7-14","'10-15,17-24",,There are no messages posted for this unit
IAS391 Architectural Design 5,External,Semester 1,Online Studio,A/01,Thursday,12:00-15:00,03:00,10/03/2022,16/06/2022,,"Enthaler, Charmain","'1-6,7-14","'10-15,17-24",,There are no messages posted for this unit
IAS391 Architectural Design 5,External,Semester 1,Online Studio,B/01,Thursday,18:30-19:30,01:00,10/03/2022,16/06/2022,,"Enthaler, Charmain","'1-6,7-14","'10-15,17-24",,There are no messages posted for this unit
IAS393 Architectural Theory and Practice,Casuarina,Semester 1,Lecture/Tutorial,A/01,Thursday,10:00-12:00,02:00,10/03/2022,02/06/2022,CAS.Orange 11.2.16/17,"Enthaler, Charmain","'1-6,7-12","'10-15,17-22",,There are no messages posted for this unit
IAS393 Architectural Theory and Practice,External,Semester 1,Online Briefing Session,A/01,Thursday,18:00-18:30,00:30,10/03/2022,02/06/2022,,"Enthaler, Charmain","'1-6,7-12","'10-15,17-22",,There are no messages posted for this unit
IAS393 Architectural Theory and Practice,External,Semester 1,Online Lecture/Tutorial,A/01,Thursday,10:00-12:00,02:00,10/03/2022,02/06/2022,,"Enthaler, Charmain","'1-6,7-12","'10-15,17-22",,There are no messages posted for this unit
